Pressure,global_radiation,temp_mean(c),temp_min(c),temp_max(c),Wind_Speed,Wind_Bearing,normalized_label
992.2,0.49,8.3,6.2,11.6,11.27,170,0
992.2,0.49,8.3,6.2,11.6,11.16,176,0
992.2,0.49,8.3,6.2,11.6,22.54,250,2
992.2,0.49,8.3,6.2,11.6,9.66,280,0
992.2,0.49,8.3,6.2,11.6,8.05,110,0
992.2,0.49,8.3,6.2,11.6,17.71,20,2
992.2,0.49,8.3,6.2,11.6,12.88,340,0
992.2,0.49,8.3,6.2,11.6,16.07,169,2
992.3,0.19,3.3,0.2,6.4,14.49,220,1
992.3,0.24,2.4,0.1,4.9,14.49,220,0
992.3,1.71,10.8,6.5,16.7,14.49,220,0
992.3,0.13,8.5,7.1,10.1,14.49,220,0
992.3,0.14,0.7,-1.3,1.5,14.49,220,0
992.3,0.15,9.2,6.2,13.6,14.49,220,0
992.3,0.12,4.6,4,4.4,14.49,220,0
992.3,0.56,1,0.5,4.6,14.49,220,0
992.3,0.18,6.2,4.7,8,14.49,220,0
992.4,0.23,7.6,6.2,8.9,3.22,20,0
992.4,0.23,5.1,1.9,8.9,3.22,20,0
992.4,0.74,1.8,-1,6.4,3.22,20,0
992.4,0.13,3.9,2.3,5.7,3.22,20,0
992.4,0.14,10.6,7.6,14.1,3.22,20,0
992.4,0.26,9.6,8.1,12,3.22,20,0
992.4,0.12,-0.9,-1.5,-0.3,3.22,20,0
992.5,0.87,4.1,-0.4,8.6,20.82,224,3
992.5,0.87,4.1,-0.4,8.6,20.33,280,3
992.5,0.87,4.1,-0.4,8.6,17.71,20,3
992.5,0.87,4.1,-0.4,8.6,17.71,190,3
992.5,0.54,5.9,4.5,8.9,20.82,224,2
992.5,0.54,5.9,4.5,8.9,20.33,280,2
992.5,0.54,5.9,4.5,8.9,17.71,20,2
992.5,0.54,5.9,4.5,8.9,17.71,190,2
992.5,0.11,4.8,1.3,9.4,20.82,224,2
992.5,0.11,4.8,1.3,9.4,20.33,280,2
992.5,0.11,4.8,1.3,9.4,17.71,20,2
992.5,0.11,4.8,1.3,9.4,17.71,190,2
992.5,0.1,6.8,1.2,10.1,20.82,224,2
992.5,0.1,6.8,1.2,10.1,20.33,280,2
992.5,0.1,6.8,1.2,10.1,17.71,20,2
992.5,0.1,6.8,1.2,10.1,17.71,190,2
992.6,0.77,15.7,11.1,18.9,9.66,20,0
992.6,0.77,15.7,11.1,18.9,20.93,250,2
992.6,1.48,15.1,13.6,19.3,9.66,20,0
992.6,1.48,15.1,13.6,19.3,20.93,250,2
992.6,0.12,6.9,5.5,7.7,9.66,20,0
992.6,0.12,6.9,5.5,7.7,20.93,250,2
992.6,0.12,0.8,-0.1,1.7,9.66,20,0
992.6,0.12,0.8,-0.1,1.7,20.93,250,2
992.7,0.36,10.3,7.8,11.9,8.05,170,0
992.7,0.36,10.3,7.8,11.9,25.76,120,2
992.7,0.36,10.3,7.8,11.9,19.05,150,2
992.7,1.74,13.4,11.1,15.8,8.05,170,0
992.7,1.74,13.4,11.1,15.8,25.76,120,2
992.7,1.74,13.4,11.1,15.8,19.05,150,2
992.7,0.17,11.1,8,13.9,8.05,170,0
992.7,0.17,11.1,8,13.9,25.76,120,2
992.7,0.17,11.1,8,13.9,19.05,150,2
992.8,0.49,6.4,3.3,9.5,7.08,354,1
992.8,0.49,6.4,3.3,9.5,11.27,200,1
992.8,0.49,6.4,3.3,9.5,6.44,350,1
992.8,0.49,6.4,3.3,9.5,14.35,332,1
992.8,1.19,3.3,-0.5,6.6,7.08,354,0
992.8,1.19,3.3,-0.5,6.6,11.27,200,0
992.8,1.19,3.3,-0.5,6.6,6.44,350,0
992.8,1.19,3.3,-0.5,6.6,14.35,332,0
992.8,0.87,11.7,9,15.8,7.08,354,0
992.8,0.87,11.7,9,15.8,11.27,200,0
992.8,0.87,11.7,9,15.8,6.44,350,0
992.8,0.87,11.7,9,15.8,14.35,332,0
992.8,0.47,10,8.3,11.6,7.08,354,0
992.8,0.47,10,8.3,11.6,11.27,200,0
992.8,0.47,10,8.3,11.6,6.44,350,0
992.8,0.47,10,8.3,11.6,14.35,332,0
992.8,0.43,2.4,0.8,3.7,7.08,354,0
992.8,0.43,2.4,0.8,3.7,11.27,200,0
992.8,0.43,2.4,0.8,3.7,6.44,350,0
992.8,0.43,2.4,0.8,3.7,14.35,332,0
992.9,0.48,7.5,4.7,8.2,11.72,198,1
992.9,0.48,7.5,4.7,8.2,20.93,290,3
992.9,0.39,10.8,6.9,15.4,11.72,198,0
992.9,0.39,10.8,6.9,15.4,20.93,290,2
992.9,0.28,1.5,0.8,2.5,11.72,198,0
992.9,0.28,1.5,0.8,2.5,20.93,290,2
992.9,1.33,11.1,8.3,14.8,11.72,198,0
992.9,1.33,11.1,8.3,14.8,20.93,290,2
992.9,0.4,8.5,6.7,12.4,11.72,198,0
992.9,0.4,8.5,6.7,12.4,20.93,290,2
992.9,0.31,12.6,10.2,16.7,11.72,198,0
992.9,0.31,12.6,10.2,16.7,20.93,290,2
992.9,0.72,15.6,13.4,17.9,11.72,198,0
992.9,0.72,15.6,13.4,17.9,20.93,290,2
992.9,0.26,4.4,3,6.9,11.72,198,0
992.9,0.26,4.4,3,6.9,20.93,290,2
993,0.51,3.5,-1.5,6.1,25.76,330,3
993,0.51,3.5,-1.5,6.1,14.49,210,1
993,0.2,8.8,7.9,10.2,25.76,330,2
993,0.2,8.8,7.9,10.2,14.49,210,0
993,0.95,8.8,6.8,11.6,25.76,330,2
993,0.95,8.8,6.8,11.6,14.49,210,0
993,0.51,4.1,2.1,7.9,25.76,330,2
993,0.51,4.1,2.1,7.9,14.49,210,0
993,0.15,3.7,0.2,11.7,25.76,330,2
993,0.15,3.7,0.2,11.7,14.49,210,0
993.1,1.09,2.9,0,7.4,4.83,190,1
993.1,0.27,14.2,12.1,16.2,4.83,190,1
993.1,0.56,1.2,-1.6,4.2,4.83,190,0
993.1,0.65,11.6,6.9,16.1,4.83,190,0
993.1,0.12,2.8,0.2,5.6,4.83,190,0
993.1,0.61,5.2,3.4,6.6,4.83,190,0
993.1,0.34,7.2,4.8,8.7,4.83,190,0
993.1,1.98,14.4,11.9,17.6,4.83,190,0
993.1,0.99,8.7,6.2,10.9,4.83,190,0
993.1,0.13,9.2,7.6,10.4,4.83,190,0
993.1,0.65,9.4,4.6,14.3,4.83,190,0
993.1,0.24,2,-4,7.5,4.83,190,0
993.2,0.12,10.2,7.3,13.3,17.07,319,2
993.2,0.12,10.2,7.3,13.3,20.93,150,2
993.2,0.12,10.2,7.3,13.3,8.05,220,0
993.2,0.12,10.2,7.3,13.3,11.27,260,0
993.2,0.12,10.2,7.3,13.3,16.53,349,2
993.3,1.65,9.1,6.3,12.2,16.95,328,3
993.3,0.74,8.7,6.2,11.2,16.95,328,2
993.4,0.39,1.8,-0.4,3.9,17.55,169,3
993.4,0.39,1.8,-0.4,3.9,28.98,320,3
993.4,0.39,1.8,-0.4,3.9,13.48,341,1
993.4,0.75,7.5,2.4,10.7,17.55,169,2
993.4,0.75,7.5,2.4,10.7,28.98,320,2
993.4,0.75,7.5,2.4,10.7,13.48,341,0
993.4,0.31,4.6,-0.5,8.9,17.55,169,2
993.4,0.31,4.6,-0.5,8.9,28.98,320,2
993.4,0.31,4.6,-0.5,8.9,13.48,341,0
993.4,0.22,0.5,-2,2.7,17.55,169,2
993.4,0.22,0.5,-2,2.7,28.98,320,2
993.4,0.22,0.5,-2,2.7,13.48,341,0
993.4,1.27,14,11.8,16.3,17.55,169,2
993.4,1.27,14,11.8,16.3,28.98,320,2
993.4,1.27,14,11.8,16.3,13.48,341,0
993.4,0.11,-0.1,-1,0.5,17.55,169,2
993.4,0.11,-0.1,-1,0.5,28.98,320,2
993.4,0.11,-0.1,-1,0.5,13.48,341,0
993.4,0.11,6.9,3,10.3,17.55,169,2
993.4,0.11,6.9,3,10.3,28.98,320,2
993.4,0.11,6.9,3,10.3,13.48,341,0
993.4,0.19,8.2,4,12.9,17.55,169,2
993.4,0.19,8.2,4,12.9,28.98,320,2
993.4,0.19,8.2,4,12.9,13.48,341,0
993.5,0.76,8.6,5.7,11.4,20.93,140,3
993.5,0.76,8.6,5.7,11.4,13.4,215,1
993.5,0.76,8.6,5.7,11.4,11.27,260,1
993.5,0.76,8.6,5.7,11.4,14.17,339,1
993.5,2.24,12.6,9.3,18.4,20.93,140,3
993.5,2.24,12.6,9.3,18.4,13.4,215,1
993.5,2.24,12.6,9.3,18.4,11.27,260,1
993.5,2.24,12.6,9.3,18.4,14.17,339,1
993.5,0.38,6.4,2.4,9.9,20.93,140,2
993.5,0.38,6.4,2.4,9.9,13.4,215,0
993.5,0.38,6.4,2.4,9.9,11.27,260,0
993.5,0.38,6.4,2.4,9.9,14.17,339,0
993.5,0.37,6.6,2.5,10,20.93,140,2
993.5,0.37,6.6,2.5,10,13.4,215,0
993.5,0.37,6.6,2.5,10,11.27,260,0
993.5,0.37,6.6,2.5,10,14.17,339,0
993.5,0.14,2.2,1.5,2.9,20.93,140,2
993.5,0.14,2.2,1.5,2.9,13.4,215,0
993.5,0.14,2.2,1.5,2.9,11.27,260,0
993.5,0.14,2.2,1.5,2.9,14.17,339,0
993.5,0.14,4,1.6,6.2,20.93,140,2
993.5,0.14,4,1.6,6.2,13.4,215,0
993.5,0.14,4,1.6,6.2,11.27,260,0
993.5,0.14,4,1.6,6.2,14.17,339,0
993.6,0.63,0.8,-1.7,10.1,3.22,250,1
993.6,0.63,0.8,-1.7,10.1,4.83,170,1
993.6,0.63,0.8,-1.7,10.1,6.44,330,1
993.6,0.63,0.8,-1.7,10.1,25.76,200,3
993.6,0.63,0.8,-1.7,10.1,14.49,270,1
993.6,0.63,0.8,-1.7,10.1,16.02,290,3
993.6,0.69,9,6,11.9,3.22,250,0
993.6,0.69,9,6,11.9,4.83,170,0
993.6,0.69,9,6,11.9,6.44,330,0
993.6,0.69,9,6,11.9,25.76,200,2
993.6,0.69,9,6,11.9,14.49,270,0
993.6,0.69,9,6,11.9,16.02,290,2
993.6,0.33,11.8,10.1,14.3,3.22,250,0
993.6,0.33,11.8,10.1,14.3,4.83,170,0
993.6,0.33,11.8,10.1,14.3,6.44,330,0
993.6,0.33,11.8,10.1,14.3,25.76,200,2
993.6,0.33,11.8,10.1,14.3,14.49,270,0
993.6,0.33,11.8,10.1,14.3,16.02,290,2
993.6,0.64,4.8,-0.2,12.6,3.22,250,0
993.6,0.64,4.8,-0.2,12.6,4.83,170,0
993.6,0.64,4.8,-0.2,12.6,6.44,330,0
993.6,0.64,4.8,-0.2,12.6,25.76,200,2
993.6,0.64,4.8,-0.2,12.6,14.49,270,0
993.6,0.64,4.8,-0.2,12.6,16.02,290,2
993.6,0.73,9.9,8.3,11.7,3.22,250,0
993.6,0.73,9.9,8.3,11.7,4.83,170,0
993.6,0.73,9.9,8.3,11.7,6.44,330,0
993.6,0.73,9.9,8.3,11.7,25.76,200,2
993.6,0.73,9.9,8.3,11.7,14.49,270,0
993.6,0.73,9.9,8.3,11.7,16.02,290,2
993.6,0.23,7,3.8,10.9,3.22,250,0
993.6,0.23,7,3.8,10.9,4.83,170,0
993.6,0.23,7,3.8,10.9,6.44,330,0
993.6,0.23,7,3.8,10.9,25.76,200,2
993.6,0.23,7,3.8,10.9,14.49,270,0
993.6,0.23,7,3.8,10.9,16.02,290,2
993.6,0.17,2.9,-1,5.7,3.22,250,0
993.6,0.17,2.9,-1,5.7,4.83,170,0
993.6,0.17,2.9,-1,5.7,6.44,330,0
993.6,0.17,2.9,-1,5.7,25.76,200,2
993.6,0.17,2.9,-1,5.7,14.49,270,0
993.6,0.17,2.9,-1,5.7,16.02,290,2
993.7,1.05,7.8,4.9,10.7,11.27,240,1
993.7,0.3,3.2,-0.2,5.5,11.27,240,1
993.7,0.24,8.8,7.1,10.9,11.27,240,0
993.8,0.58,3.5,0.3,10.9,12.88,300,1
993.8,0.58,3.5,0.3,10.9,30.14,273,3
993.8,1.18,3,-0.4,7.1,12.88,300,1
993.8,1.18,3,-0.4,7.1,30.14,273,3
993.8,0.29,5.4,1.9,8.8,12.88,300,1
993.8,0.29,5.4,1.9,8.8,30.14,273,3
993.8,0.24,5.4,2.1,7.9,12.88,300,0
993.8,0.24,5.4,2.1,7.9,30.14,273,2
993.8,0.8,15.2,13.2,17.3,12.88,300,0
993.8,0.8,15.2,13.2,17.3,30.14,273,2
993.8,1.42,14.4,10.7,20.9,12.88,300,0
993.8,1.42,14.4,10.7,20.9,30.14,273,2
993.9,0.91,4.2,1.8,7.1,0,0,0
993.9,0.2,3.1,0.1,4.9,0,0,0
993.9,0.11,0.3,-0.3,0.9,0,0,0
994,2.09,11.8,10.5,16.7,22.54,120,3
994,0.66,3.8,1.1,7.1,22.54,120,2
994,0.3,9.4,6.5,11.9,22.54,120,2
994,0.15,7.3,5.7,9.2,22.54,120,2
994,1.28,12.5,11.1,15.5,22.54,120,2
994,0.11,6.1,2.5,9.5,22.54,120,2
994.1,0.15,3.3,0.2,6.2,20.93,130,3
994.1,0.15,3.3,0.2,6.2,6.28,338,1
994.1,0.65,8.1,4.3,10.9,20.93,130,3
994.1,0.65,8.1,4.3,10.9,6.28,338,1
994.1,0.14,0.5,-4.5,2.9,20.93,130,2
994.1,0.14,0.5,-4.5,2.9,6.28,338,0
994.1,0.12,1.8,1,3,20.93,130,2
994.1,0.12,1.8,1,3,6.28,338,0
994.1,0.22,4.2,3,5.6,20.93,130,2
994.1,0.22,4.2,3,5.6,6.28,338,0
994.1,0.11,10.9,8.2,12,20.93,130,2
994.1,0.11,10.9,8.2,12,6.28,338,0
994.1,0.24,7.8,6.2,9.6,20.93,130,2
994.1,0.24,7.8,6.2,9.6,6.28,338,0
994.2,0.44,7.4,4,8.4,0,0,1
994.2,2,13.4,4,21.2,0,0,1
994.2,1.77,10.8,6.8,16.9,0,0,0
994.2,0.89,2.4,0.2,6.4,0,0,0
994.2,1.72,11.5,5.2,19.7,0,0,0
994.2,0.5,5.1,3.5,7.9,0,0,0
994.2,0.13,4.7,1.4,7.2,0,0,0
994.2,0.61,12.6,7.6,16.4,0,0,0
994.2,0.48,9.6,5.4,14.1,0,0,0
994.2,0.14,3,1.1,4.8,0,0,0
994.3,0.81,7.8,5.2,11.4,22.54,310,3
994.3,0.81,7.8,5.2,11.4,28.98,310,3
994.3,0.81,7.8,5.2,11.4,22.11,311,3
994.3,0.81,7.8,5.2,11.4,14.49,150,1
994.3,0.45,6.5,2.1,10.9,22.54,310,3
994.3,0.45,6.5,2.1,10.9,28.98,310,3
994.3,0.45,6.5,2.1,10.9,22.11,311,3
994.3,0.45,6.5,2.1,10.9,14.49,150,1
994.3,0.25,1.6,-3.2,6.1,22.54,310,2
994.3,0.25,1.6,-3.2,6.1,28.98,310,2
994.3,0.25,1.6,-3.2,6.1,22.11,311,2
994.3,0.25,1.6,-3.2,6.1,14.49,150,0
994.3,0.22,3.4,0.8,6,22.54,310,2
994.3,0.22,3.4,0.8,6,28.98,310,2
994.3,0.22,3.4,0.8,6,22.11,311,2
994.3,0.22,3.4,0.8,6,14.49,150,0
994.3,0.3,7.6,5.1,10.9,22.54,310,2
994.3,0.3,7.6,5.1,10.9,28.98,310,2
994.3,0.3,7.6,5.1,10.9,22.11,311,2
994.3,0.3,7.6,5.1,10.9,14.49,150,0
994.3,0.14,3.5,1.7,5.3,22.54,310,2
994.3,0.14,3.5,1.7,5.3,28.98,310,2
994.3,0.14,3.5,1.7,5.3,22.11,311,2
994.3,0.14,3.5,1.7,5.3,14.49,150,0
994.3,0.7,1.7,0.6,4.9,22.54,310,2
994.3,0.7,1.7,0.6,4.9,28.98,310,2
994.3,0.7,1.7,0.6,4.9,22.11,311,2
994.3,0.7,1.7,0.6,4.9,14.49,150,0
994.4,0.83,9.3,7,10.9,22.54,130,3
994.4,0.72,5.3,3.5,6.2,22.54,130,3
994.4,0.49,6.2,3.8,7.2,22.54,130,3
994.4,0.4,4,1.8,6.4,22.54,130,2
994.4,0.19,6,2.4,9,22.54,130,2
994.4,0.56,13.8,11.9,15.4,22.54,130,2
994.4,0.79,6.2,3.5,9.7,22.54,130,2
994.4,0.21,10.7,8.1,14,22.54,130,2
994.4,0.6,10.8,7,13.8,22.54,130,2
994.4,0.23,8.7,6.6,10.1,22.54,130,2
994.4,0.27,7.7,6.6,9.1,22.54,130,2
994.4,0.31,3.4,2.2,4.3,22.54,130,2
994.4,0.45,0.8,0.5,2.5,22.54,130,2
994.4,0.31,1.5,0.2,6.4,22.54,130,2
994.5,0.13,0.5,-2.2,2.6,16.1,250,3
994.5,0.13,0.5,-2.2,2.6,8.71,16,1
994.5,0.13,0.5,-2.2,2.6,11.41,172,1
994.5,0.13,0.5,-2.2,2.6,15.12,348,3
994.5,0.82,9.4,6.6,14.6,16.1,250,2
994.5,0.82,9.4,6.6,14.6,8.71,16,0
994.5,0.82,9.4,6.6,14.6,11.41,172,0
994.5,0.82,9.4,6.6,14.6,15.12,348,2
994.5,0.89,6.8,4.3,11.6,16.1,250,2
994.5,0.89,6.8,4.3,11.6,8.71,16,0
994.5,0.89,6.8,4.3,11.6,11.41,172,0
994.5,0.89,6.8,4.3,11.6,15.12,348,2
994.5,0.66,2.5,0.9,5.5,16.1,250,2
994.5,0.66,2.5,0.9,5.5,8.71,16,0
994.5,0.66,2.5,0.9,5.5,11.41,172,0
994.5,0.66,2.5,0.9,5.5,15.12,348,2
994.5,0.63,5.8,3.2,12.8,16.1,250,2
994.5,0.63,5.8,3.2,12.8,8.71,16,0
994.5,0.63,5.8,3.2,12.8,11.41,172,0
994.5,0.63,5.8,3.2,12.8,15.12,348,2
994.6,0.35,7.2,1.6,9.9,3.22,60,1
994.6,0.35,7.2,1.6,9.9,3.22,110,1
994.6,2.66,15.9,13.2,18.3,3.22,60,1
994.6,2.66,15.9,13.2,18.3,3.22,110,1
994.6,0.17,8.3,5,10.2,3.22,60,0
994.6,0.17,8.3,5,10.2,3.22,110,0
994.6,0.15,8.3,5,10.5,3.22,60,0
994.6,0.15,8.3,5,10.5,3.22,110,0
994.6,0.98,8.9,5.5,13.6,3.22,60,0
994.6,0.98,8.9,5.5,13.6,3.22,110,0
994.6,0.32,1.9,0.8,3.6,3.22,60,0
994.6,0.32,1.9,0.8,3.6,3.22,110,0
994.6,0.16,4.5,0.4,6.2,3.22,60,0
994.6,0.16,4.5,0.4,6.2,3.22,110,0
994.7,0.33,3.6,-0.1,7.1,11.27,150,1
994.7,0.33,3.6,-0.1,7.1,27.37,250,3
994.7,0.33,3.6,-0.1,7.1,9.66,140,1
994.7,0.33,3.6,-0.1,7.1,20.96,301,3
994.7,0.33,3.6,-0.1,7.1,22.02,319,3
994.7,0.34,8.4,3,11.9,11.27,150,1
994.7,0.34,8.4,3,11.9,27.37,250,3
994.7,0.34,8.4,3,11.9,9.66,140,1
994.7,0.34,8.4,3,11.9,20.96,301,3
994.7,0.34,8.4,3,11.9,22.02,319,3
994.7,1.86,12,8.5,15.3,11.27,150,1
994.7,1.86,12,8.5,15.3,27.37,250,3
994.7,1.86,12,8.5,15.3,9.66,140,1
994.7,1.86,12,8.5,15.3,20.96,301,3
994.7,1.86,12,8.5,15.3,22.02,319,3
994.7,0.63,0.8,-2.5,4.2,11.27,150,1
994.7,0.63,0.8,-2.5,4.2,27.37,250,3
994.7,0.63,0.8,-2.5,4.2,9.66,140,1
994.7,0.63,0.8,-2.5,4.2,20.96,301,3
994.7,0.63,0.8,-2.5,4.2,22.02,319,3
994.7,0.93,5.7,2.4,9.4,11.27,150,0
994.7,0.93,5.7,2.4,9.4,27.37,250,2
994.7,0.93,5.7,2.4,9.4,9.66,140,0
994.7,0.93,5.7,2.4,9.4,20.96,301,2
994.7,0.93,5.7,2.4,9.4,22.02,319,2
994.7,0.4,5.9,1.9,7.9,11.27,150,0
994.7,0.4,5.9,1.9,7.9,27.37,250,2
994.7,0.4,5.9,1.9,7.9,9.66,140,0
994.7,0.4,5.9,1.9,7.9,20.96,301,2
994.7,0.4,5.9,1.9,7.9,22.02,319,2
994.7,0.31,9.9,7.9,9.5,11.27,150,0
994.7,0.31,9.9,7.9,9.5,27.37,250,2
994.7,0.31,9.9,7.9,9.5,9.66,140,0
994.7,0.31,9.9,7.9,9.5,20.96,301,2
994.7,0.31,9.9,7.9,9.5,22.02,319,2
994.7,0.26,-2.2,-4.6,-0.7,11.27,150,0
994.7,0.26,-2.2,-4.6,-0.7,27.37,250,2
994.7,0.26,-2.2,-4.6,-0.7,9.66,140,0
994.7,0.26,-2.2,-4.6,-0.7,20.96,301,2
994.7,0.26,-2.2,-4.6,-0.7,22.02,319,2
994.7,0.63,2.5,1.2,5.6,11.27,150,0
994.7,0.63,2.5,1.2,5.6,27.37,250,2
994.7,0.63,2.5,1.2,5.6,9.66,140,0
994.7,0.63,2.5,1.2,5.6,20.96,301,2
994.7,0.63,2.5,1.2,5.6,22.02,319,2
994.7,0.05,2.8,0.2,4,11.27,150,0
994.7,0.05,2.8,0.2,4,27.37,250,2
994.7,0.05,2.8,0.2,4,9.66,140,0
994.7,0.05,2.8,0.2,4,20.96,301,2
994.7,0.05,2.8,0.2,4,22.02,319,2
994.7,0.22,8.2,7.2,9.4,11.27,150,0
994.7,0.22,8.2,7.2,9.4,27.37,250,2
994.7,0.22,8.2,7.2,9.4,9.66,140,0
994.7,0.22,8.2,7.2,9.4,20.96,301,2
994.7,0.22,8.2,7.2,9.4,22.02,319,2
994.7,0.82,5.8,4.9,7,11.27,150,0
994.7,0.82,5.8,4.9,7,27.37,250,2
994.7,0.82,5.8,4.9,7,9.66,140,0
994.7,0.82,5.8,4.9,7,20.96,301,2
994.7,0.82,5.8,4.9,7,22.02,319,2
994.8,0.78,7.6,3.9,10.2,22.25,311,3
994.8,0.78,7.6,3.9,10.2,24.46,150,3
994.8,0.34,9.2,7,11.7,22.25,311,3
994.8,0.34,9.2,7,11.7,24.46,150,3
994.8,0.55,1,-0.9,3.5,22.25,311,2
994.8,0.55,1,-0.9,3.5,24.46,150,2
994.8,0.36,4.4,0.9,7,22.25,311,2
994.8,0.36,4.4,0.9,7,24.46,150,2
994.8,0.11,5.1,2.1,6.5,22.25,311,2
994.8,0.11,5.1,2.1,6.5,24.46,150,2
994.8,0.53,9.7,7.6,12,22.25,311,2
994.8,0.53,9.7,7.6,12,24.46,150,2
994.8,1.29,13.6,9.5,18.1,22.25,311,2
994.8,1.29,13.6,9.5,18.1,24.46,150,2
994.8,0.21,6.9,5.5,8.4,22.25,311,2
994.8,0.21,6.9,5.5,8.4,24.46,150,2
994.8,0.03,0,-1.1,1.3,22.25,311,2
994.8,0.03,0,-1.1,1.3,24.46,150,2
994.9,0.44,7.8,5.3,11.4,27.37,300,3
994.9,0.44,7.8,5.3,11.4,5.02,1,1
994.9,0.32,5.8,3.4,5.8,27.37,300,3
994.9,0.32,5.8,3.4,5.8,5.02,1,1
994.9,1.5,1.4,-0.6,5.9,27.37,300,2
994.9,1.5,1.4,-0.6,5.9,5.02,1,0
994.9,0.13,1.8,-3.2,5,27.37,300,2
994.9,0.13,1.8,-3.2,5,5.02,1,0
994.9,0.28,4,1.7,6,27.37,300,2
994.9,0.28,4,1.7,6,5.02,1,0
994.9,0.37,9.4,7.9,11.5,27.37,300,2
994.9,0.37,9.4,7.9,11.5,5.02,1,0
994.9,0.18,10.8,7.5,14.1,27.37,300,2
994.9,0.18,10.8,7.5,14.1,5.02,1,0
994.9,0.82,10.4,8.2,12.9,27.37,300,2
994.9,0.82,10.4,8.2,12.9,5.02,1,0
994.9,0.22,7.6,6.3,8.8,27.37,300,2
994.9,0.22,7.6,6.3,8.8,5.02,1,0
994.9,0.11,7.8,5.8,9.1,27.37,300,2
994.9,0.11,7.8,5.8,9.1,5.02,1,0
994.9,0.12,8.1,6.8,10,27.37,300,2
994.9,0.12,8.1,6.8,10,5.02,1,0
994.9,0.11,0.6,-0.8,1.4,27.37,300,2
994.9,0.11,0.6,-0.8,1.4,5.02,1,0
994.9,0.12,1.9,-1.2,5.2,27.37,300,2
994.9,0.12,1.9,-1.2,5.2,5.02,1,0
994.9,0.3,16.5,15.1,17.7,27.37,300,2
994.9,0.3,16.5,15.1,17.7,5.02,1,0
995,0.39,-0.3,-3.5,1.2,20.93,170,3
995,0.39,-0.3,-3.5,1.2,12.46,263,1
995,0.39,-0.3,-3.5,1.2,28.98,300,3
995,0.43,9.6,8.2,11,20.93,170,3
995,0.43,9.6,8.2,11,12.46,263,1
995,0.43,9.6,8.2,11,28.98,300,3
995,0.27,7.6,5.9,10,20.93,170,2
995,0.27,7.6,5.9,10,12.46,263,0
995,0.27,7.6,5.9,10,28.98,300,2
995,0.74,11.6,9.3,10.9,20.93,170,2
995,0.74,11.6,9.3,10.9,12.46,263,0
995,0.74,11.6,9.3,10.9,28.98,300,2
995,0.12,6.8,5.1,9,20.93,170,2
995,0.12,6.8,5.1,9,12.46,263,0
995,0.12,6.8,5.1,9,28.98,300,2
995,0.24,9.6,7.2,11.2,20.93,170,2
995,0.24,9.6,7.2,11.2,12.46,263,0
995,0.24,9.6,7.2,11.2,28.98,300,2
995.1,1.73,10,2.9,16.2,17.48,174,2
995.1,1.73,10,2.9,16.2,26.92,310,2
995.1,1.73,10,2.9,16.2,11.53,351,0
995.1,0.15,8.4,4.4,11,17.48,174,2
995.1,0.15,8.4,4.4,11,26.92,310,2
995.1,0.15,8.4,4.4,11,11.53,351,0
995.1,0.17,6,4.3,8.1,17.48,174,2
995.1,0.17,6,4.3,8.1,26.92,310,2
995.1,0.17,6,4.3,8.1,11.53,351,0
995.1,1.14,7,1.6,9.6,17.48,174,2
995.1,1.14,7,1.6,9.6,26.92,310,2
995.1,1.14,7,1.6,9.6,11.53,351,0
995.1,0.25,6.1,1.8,10.6,17.48,174,2
995.1,0.25,6.1,1.8,10.6,26.92,310,2
995.1,0.25,6.1,1.8,10.6,11.53,351,0
995.1,0.16,4.4,2.4,5.8,17.48,174,2
995.1,0.16,4.4,2.4,5.8,26.92,310,2
995.1,0.16,4.4,2.4,5.8,11.53,351,0
995.1,0.67,11.6,9.1,13.8,17.48,174,2
995.1,0.67,11.6,9.1,13.8,26.92,310,2
995.1,0.67,11.6,9.1,13.8,11.53,351,0
995.1,0.88,3.6,-1.9,9.1,17.48,174,2
995.1,0.88,3.6,-1.9,9.1,26.92,310,2
995.1,0.88,3.6,-1.9,9.1,11.53,351,0
995.2,0.31,0.6,-1.3,3.3,14.49,140,1
995.2,0.31,0.6,-1.3,3.3,14.49,160,1
995.2,0.21,10.1,7.1,13.8,14.49,140,0
995.2,0.21,10.1,7.1,13.8,14.49,160,0
995.2,0.61,8,5.8,9.4,14.49,140,0
995.2,0.61,8,5.8,9.4,14.49,160,0
995.2,1.44,11.8,7.5,18.7,14.49,140,0
995.2,1.44,11.8,7.5,18.7,14.49,160,0
995.3,0.24,1.9,-1.9,3.6,13.89,132,1
995.3,0.24,1.9,-1.9,3.6,17.71,170,3
995.3,0.24,1.9,-1.9,3.6,3.22,160,1
995.3,0.24,1.9,-1.9,3.6,28.43,191,3
995.3,0.19,1.1,-0.3,3.3,13.89,132,1
995.3,0.19,1.1,-0.3,3.3,17.71,170,3
995.3,0.19,1.1,-0.3,3.3,3.22,160,1
995.3,0.19,1.1,-0.3,3.3,28.43,191,3
995.3,0.38,8.5,6.3,10.9,13.89,132,0
995.3,0.38,8.5,6.3,10.9,17.71,170,2
995.3,0.38,8.5,6.3,10.9,3.22,160,0
995.3,0.38,8.5,6.3,10.9,28.43,191,2
995.3,0.13,8.4,5.9,10.5,13.89,132,0
995.3,0.13,8.4,5.9,10.5,17.71,170,2
995.3,0.13,8.4,5.9,10.5,3.22,160,0
995.3,0.13,8.4,5.9,10.5,28.43,191,2
